"bins","Freq"
"0",115
"[0,0.1]",502
"(0.1,0.2]",13
"(0.2,0.3]",5
"(0.3,0.4]",2
"(0.4,0.5]",0
"(0.5,0.6]",1
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
