"bins","Freq"
"0",0
"[0,0.1]",37
"(0.1,0.2]",330
"(0.2,0.3]",344
"(0.3,0.4]",107
"(0.4,0.5]",23
"(0.5,0.6]",5
"(0.6,0.7]",0
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
