"bins","Freq"
"0",0
"[0,0.1]",0
"(0.1,0.2]",3
"(0.2,0.3]",4
"(0.3,0.4]",14
"(0.4,0.5]",16
"(0.5,0.6]",12
"(0.6,0.7]",11
"(0.7,0.8]",8
"(0.8,0.9]",3
"(0.9,1]",0
