"bins","Freq"
"0",0
"[0,0.1]",304
"(0.1,0.2]",434
"(0.2,0.3]",79
"(0.3,0.4]",22
"(0.4,0.5]",4
"(0.5,0.6]",3
"(0.6,0.7]",0
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
