"bins","Freq"
"0",109
"[0,0.1]",225
"(0.1,0.2]",72
"(0.2,0.3]",77
"(0.3,0.4]",72
"(0.4,0.5]",55
"(0.5,0.6]",20
"(0.6,0.7]",2
"(0.7,0.8]",1
"(0.8,0.9]",0
"(0.9,1]",0
