"bins","Freq"
"0",0
"[0,0.1]",6
"(0.1,0.2]",29
"(0.2,0.3]",18
"(0.3,0.4]",6
"(0.4,0.5]",8
"(0.5,0.6]",1
"(0.6,0.7]",0
"(0.7,0.8]",0
"(0.8,0.9]",2
"(0.9,1]",1
