"bins","Freq"
"0",0
"[0,0.1]",21
"(0.1,0.2]",431
"(0.2,0.3]",255
"(0.3,0.4]",50
"(0.4,0.5]",14
"(0.5,0.6]",2
"(0.6,0.7]",2
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
