"bins","Freq"
"0",113
"[0,0.1]",304
"(0.1,0.2]",90
"(0.2,0.3]",69
"(0.3,0.4]",43
"(0.4,0.5]",14
"(0.5,0.6]",3
"(0.6,0.7]",0
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",1
