"bins","Freq"
"0",111
"[0,0.1]",309
"(0.1,0.2]",98
"(0.2,0.3]",65
"(0.3,0.4]",35
"(0.4,0.5]",12
"(0.5,0.6]",2
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",2
"(0.9,1]",0
