"bins","Freq"
"0",0
"[0,0.1]",2
"(0.1,0.2]",9
"(0.2,0.3]",14
"(0.3,0.4]",19
"(0.4,0.5]",14
"(0.5,0.6]",5
"(0.6,0.7]",3
"(0.7,0.8]",2
"(0.8,0.9]",3
"(0.9,1]",0
