"bins","Freq"
"0",109
"[0,0.1]",362
"(0.1,0.2]",103
"(0.2,0.3]",33
"(0.3,0.4]",13
"(0.4,0.5]",6
"(0.5,0.6]",2
"(0.6,0.7]",2
"(0.7,0.8]",3
"(0.8,0.9]",0
"(0.9,1]",0
