"bins","Freq"
"0",114
"[0,0.1]",260
"(0.1,0.2]",94
"(0.2,0.3]",79
"(0.3,0.4]",60
"(0.4,0.5]",22
"(0.5,0.6]",8
"(0.6,0.7]",1
"(0.7,0.8]",0
"(0.8,0.9]",0
"(0.9,1]",0
