"bins","Freq"
"0",0
"[0,0.1]",319
"(0.1,0.2]",412
"(0.2,0.3]",82
"(0.3,0.4]",22
"(0.4,0.5]",3
"(0.5,0.6]",5
"(0.6,0.7]",2
"(0.7,0.8]",1
"(0.8,0.9]",0
"(0.9,1]",0
