"bins","Freq"
"0",109
"[0,0.1]",482
"(0.1,0.2]",29
"(0.2,0.3]",10
"(0.3,0.4]",0
"(0.4,0.5]",1
"(0.5,0.6]",1
"(0.6,0.7]",0
"(0.7,0.8]",1
"(0.8,0.9]",0
"(0.9,1]",0
