"","Category","RMSE Train _Mean","RMSE Train _SD","R2 Train _Mean","R2 Train _SD","MAE Train _Mean","MAE Train _SD","RMSE Test _Mean","RMSE Test _SD","R2 Test _Mean","R2 Test _SD","MAE Test _Mean","MAE Test _SD"
"1","Metabolomics",12.6929102757517,0.966342819677602,-0.207776451257315,0.201865011114807,10.2974336115254,0.713144468434022,11.6980017622311,0.538993644488165,-0.0659108739917569,0.0983003663092221,9.24325593509863,0.349863743596266
"2","MSS",448.475315669963,789.055782781819,-5895.88323113701,14145.8567186263,80.1824459161868,117.691103830682,40.6899880127381,37.9549911338715,-22.3233335354663,33.7035220931427,16.2819730556488,8.50696665993992
"3","Concatenated",432.123375496354,762.84503563596,-5514.28755288519,13239.5103458018,77.4791516399165,113.858750532238,39.722444366987,34.524248181122,-19.9143401633734,28.7194344434406,16.1557431699071,7.9457313361366
"4","Averaged Stacked",226.592290526137,392.49310669577,-1469.89216546506,3525.37499715283,44.4166493854257,58.4872277021982,23.701405665685,17.6211412185768,-5.61993285066964,8.68135049326468,11.9082372265844,3.94010293437192
"5","Weighted NNLS",11.3999667704525,0.642021921952984,0.0351189909460041,0.0480276308100909,9.46074925790693,0.604737468424146,11.1182433594389,0.352550852566825,0.0381273583911004,0.05968621787492,9.23193870937946,0.309212724189811
"6","Lasso Stacked",12.4044665837092,0.875607190950752,-0.151696375924189,0.176348904375355,10.0790276570247,0.652114897862796,11.5185717964598,0.591654675787879,-0.0339588475045101,0.105901309891338,9.20138202701959,0.357245632017013
"7","PLS",11.2892123217142,0.606190430962597,0.0536500037419132,0.045049182507903,9.31299418055913,0.538742368797991,11.578600195515,0.314472207727049,-0.0429148857873025,0.0565749348150708,9.37393415474136,0.174832226353704
