"File_Name","Study_Name","Response_Variable","Date","Model","Metabolomics","MSS","Concatenated","Averaged Stacked","Weighted NNLS","Lasso Stacked","PLS"
"nf_wang_age_12092024_enet.csv","wang","age","12092024","enet",12.6929102757517,448.475315669963,432.123375496354,226.592290526137,11.3999667704525,12.4044665837092,11.2892123217142
"nf_wang_age_12092024_rf.csv","wang","age","12092024","rf",11.4984431598557,10.8730264708433,10.9068001055407,11.0988738767026,10.4551224259294,10.8367618574982,10.4767223667825
"nf_wang_age_12092024_xgb.csv","wang","age","12092024","xgb",12.2263673909312,10.9061254838404,11.0405560131699,11.0418506951865,10.6283294379051,10.6851847411651,10.6092366374711
"nf_wang_bmi_12092024_enet.csv","wang","bmi","12092024","enet",4.17501056133366,4.41610214522884,4.42324545240212,4.22884256503434,4.13941100849896,4.13884015193277,4.10629028474793
"nf_wang_bmi_12092024_rf.csv","wang","bmi","12092024","rf",4.07494412904399,4.13224784152681,4.12365596238881,4.08031104788445,3.98546649669046,4.04820406284771,3.97147382232834
"nf_wang_bmi_12092024_xgb.csv","wang","bmi","12092024","xgb",4.37049521437513,4.26710180584354,4.31087559095107,4.16758029890202,4.04224624855043,4.12016179632392,4.02625018408058
"nf_wang_creatinine_12092024_enet.csv","wang","creatinine","12092024","enet",1.7561405255913,1.68790668726472,1.5378908746929,1.49937210339228,1.37928626665777,1.39703853518939,1.32565281023466
"nf_wang_creatinine_12092024_rf.csv","wang","creatinine","12092024","rf",0.883894956355865,1.35340781688785,1.20855335872285,1.085533601666,0.655194892974037,0.876188341481868,0.657051778115677
"nf_wang_creatinine_12092024_xgb.csv","wang","creatinine","12092024","xgb",0.692070133643704,1.27095932690174,0.763834604440745,0.848485006287846,0.64482890256931,0.675152412137947,0.648896951295655
"nf_wang_egfr_12092024_enet.csv","wang","egfr","12092024","enet",35.8391263300391,279.154659847743,215.542947856156,142.060372835422,32.699163002231,33.0821770993619,33.0895637884319
"nf_wang_egfr_12092024_rf.csv","wang","egfr","12092024","rf",20.953870841323,34.001029894589,29.9492389549077,26.5906049274805,14.8394456166454,19.0158667186305,14.9062603160858
"nf_wang_egfr_12092024_xgb.csv","wang","egfr","12092024","xgb",13.0759922325846,30.9146557036484,15.1863607075879,18.8232588799355,11.9927778055413,12.396354327551,12.1079625091133
"nf_wang_urea_12092024_enet.csv","wang","urea","12092024","enet",9.82488159180398,127.22481200722,10.3403423395667,65.6612253600075,8.51084610519294,8.68898100952855,8.26998155447165
"nf_wang_urea_12092024_rf.csv","wang","urea","12092024","rf",6.81835898047139,8.36027033120715,7.91333653036068,7.42021087292359,6.02777092086136,6.74620947230013,6.03144570343941
"nf_wang_urea_12092024_xgb.csv","wang","urea","12092024","xgb",6.44134538023644,8.1946182873833,6.67272607770546,6.74532816383229,6.13175289986719,6.23329290228763,6.14983455251401
